一剪梅,,红藕香残玉簟秋，轻解罗裳，独上兰舟，云中谁寄锦书来，雁字回时，月满西楼，花自飘零水自流，一种相思，两处闲愁，此情无计可消除，才下眉头，却上心头
一剪梅红藕香残玉簟秋,红藕香残玉簟秋，轻解罗裳，独上兰舟，云中谁寄锦书来，雁字回时，月满西楼，花自飘零水自流，一种相思，两处闲愁，此情无计可消除，才下眉头，却上心头
一剪梅舟过吴江,一片春愁待酒浇，江上舟摇，楼上帘招，秋娘度与泰娘娇，风又飘飘，雨又萧萧，何日归家洗客袍，银字笙调，心字香烧，流光容易把人抛，红了樱桃，绿了芭蕉
七步诗,煮豆持作羹，漉菽以为汁，萁在釜下燃，豆在釜中泣，本自同根生，相煎何太急
黄鹤楼,昔人已乘黄鹤去，此地空余黄鹤楼，黄鹤一去不复返，白云千载空悠悠，晴川历历汉阳树，芳草萋萋鹦鹉洲，日暮乡关何处是，烟波江上使人愁
